n_instances,n_ilp2_found,mean_ilp2_length,mean_ilp2_time_s,mean_gfirst_length,mean_gfirst_time_s,mean_gfirst_gap_pct_vs_ilp2,mean_gfirst_speedup_vs_ilp2,n_gfirst_reaches_or_beats_ilp2,mean_skewgram_learned_length,mean_skewgram_learned_time_s,mean_skewgram_gap_pct_vs_ilp2,mean_skewgram_speedup_vs_ilp2,n_skewgram_reaches_or_beats_ilp2,mean_lookahead_length,mean_lookahead_time_s,mean_lookahead_gap_pct_vs_ilp2,mean_lookahead_speedup_vs_ilp2,n_lookahead_reaches_or_beats_ilp2,n_skewgram_ge_gfirst,n_lookahead_ge_gfirst
38,36,9.972222222222221,28.035272222222222,7.0,0.8356226431696039,-27.748135352302018,33.6858768736393,7,5.7368421052631575,0.7867026642749184,-38.75158406408407,35.08130330008177,3,7.342105263157895,2.7869312888697575,-28.863366571699903,9.991868823953503,10,12,21
